date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:07:43	29393/29393	---M--	200	added ('OK')	application/javascript	etag:%22679c9648-72d1%22	https://mannatthemes.com/approx/default/assets/libs/mobius1-selectr/selectr.min.js	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/libs/mobius1-selectr/selectr.min.js	(from https://mannatthemes.com/approx/default/forms-advanced.html)
01:07:44	15110/15110	---M--	200	added ('OK')	application/javascript	etag:%22679c9648-3b06%22	https://mannatthemes.com/approx/default/assets/libs/huebee/huebee.pkgd.min.js	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/libs/huebee/huebee.pkgd.min.js	(from https://mannatthemes.com/approx/default/forms-advanced.html)
01:07:45	35055/35055	---M--	200	added ('OK')	application/javascript	etag:%22679c9648-88ef%22	https://mannatthemes.com/approx/default/assets/libs/vanillajs-datepicker/js/datepicker-full.min.js	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/libs/vanillajs-datepicker/js/datepicker-full.min.js	(from https://mannatthemes.com/approx/default/forms-advanced.html)
01:07:47	52343/52343	---M--	200	added ('OK')	application/javascript	etag:%22679c9647-cc77%22	https://mannatthemes.com/approx/default/assets/js/moment.js	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/js/moment.js	(from https://mannatthemes.com/approx/default/forms-advanced.html)
01:07:47	59229/59229	---M--	200	added ('OK')	application/javascript	etag:%22679c9648-e75d%22	https://mannatthemes.com/approx/default/assets/libs/imask/imask.min.js	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/libs/imask/imask.min.js	(from https://mannatthemes.com/approx/default/forms-advanced.html)
01:07:47	1981/1981	---M--	200	added ('OK')	application/javascript	etag:%22679c9647-7bd%22	https://mannatthemes.com/approx/default/assets/js/pages/forms-advanced.js	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/js/pages/forms-advanced.js	(from https://mannatthemes.com/approx/default/forms-advanced.html)
01:07:47	1511/1511	---M--	200	added ('OK')	application/javascript	etag:%22679c9647-5e7%22	https://mannatthemes.com/approx/default/assets/js/pages/form-validation.js	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/js/pages/form-validation.js	(from https://mannatthemes.com/approx/default/forms-validation.html)
01:07:49	1759/1759	---M--	200	added ('OK')	application/javascript	etag:%22679c9647-6df%22	https://mannatthemes.com/approx/default/assets/js/pages/form-wizard.js	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/js/pages/form-wizard.js	(from https://mannatthemes.com/approx/default/forms-wizard.html)
01:07:49	100998/100998	---M--	200	added ('OK')	image/png	etag:%22679c9647-18a86%22	https://mannatthemes.com/approx/default/assets/images/extra/task.png	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/images/extra/task.png	(from https://mannatthemes.com/approx/default/forms-wizard.html)
01:07:49	24606/24606	---M--	200	added ('OK')	text/css	etag:%22679c9648-601e%22	https://mannatthemes.com/approx/default/assets/libs/quill/quill.snow.css	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/libs/quill/quill.snow.css	(from https://mannatthemes.com/approx/default/forms-editors.html)
01:07:50	48/48	---M--	200	added ('OK')	application/javascript	etag:%22679c9647-30%22	https://mannatthemes.com/approx/default/assets/js/pages/form-editor.init.js	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/js/pages/form-editor.init.js	(from https://mannatthemes.com/approx/default/forms-editors.html)
01:07:50	3795/3795	---M--	200	added ('OK')	text/css	etag:%22679c9648-ed3%22	https://mannatthemes.com/approx/default/assets/libs/cropperjs/cropper.min.css	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/libs/cropperjs/cropper.min.css	(from https://mannatthemes.com/approx/default/forms-img-crop.html)
01:07:50	209340/209340	---M--	200	added ('OK')	application/javascript	etag:%22679c9648-331bc%22	https://mannatthemes.com/approx/default/assets/libs/quill/quill.js	C:/My%20Web%20Sites/cash-mamage/mannatthemes.com/approx/default/assets/libs/quill/quill.js	(from https://mannatthemes.com/approx/default/forms-editors.html)
